dataset,job,unknown_sign_policy,normalization,rho_target,repeat_id,seed,sign_frac,sign_frac_source,n_nodes,n_edges,negative_edges,negative_edge_fraction,raw_rho,ref_rho,post_rho,scale_factor,activation_steps,activation_washout,activation_threshold_abs_state,activation_leak,active_state_count,active_state_fraction,active_neurons_per_step_mean,active_neurons_per_step_std,neurons_active_at_least_once,activation_onset_count,activation_onset_rate,node_index,node_name
new_cel_4to1,sign_test_og_cel,random_unknown_4to1,spectral_radius,0.6,3,312345,0.0,requested,297,3604,0,0.0,100.5592269897461,70.22148895263672,0.6000003218650818,0.005966632978007889,1000,100,0.5,1.0,0,0.0,76.544,61.03291801217668,187,0,0.11995959595959596,0,ADAL
new_cel_4to1,sign_test_og_cel,random_unknown_4to1,spectral_radius,0.6,3,312345,0.0,requested,297,3604,0,0.0,100.5592269897461,70.22148895263672,0.6000003218650818,0.005966632978007889,1000,100,0.5,1.0,430,0.43,76.544,61.03291801217668,187,245,0.11995959595959596,1,ADAR
new_cel_4to1,sign_test_og_cel,random_unknown_4to1,spectral_radius,0.6,3,312345,0.0,requested,297,3604,0,0.0,100.5592269897461,70.22148895263672,0.6000003218650818,0.005966632978007889,1000,100,0.5,1.0,0,0.0,76.544,61.03291801217668,187,0,0.11995959595959596,2,ADEL
new_cel_4to1,sign_test_og_cel,random_unknown_4to1,spectral_radius,0.6,3,312345,0.0,requested,297,3604,0,0.0,100.5592269897461,70.22148895263672,0.6000003218650818,0.005966632978007889,1000,100,0.5,1.0,0,0.0,76.544,61.03291801217668,187,0,0.11995959595959596,3,ADER
new_cel_4to1,sign_test_og_cel,random_unknown_4to1,spectral_radius,0.6,3,312345,0.0,requested,297,3604,0,0.0,100.5592269897461,70.22148895263672,0.6000003218650818,0.005966632978007889,1000,100,0.5,1.0,460,0.46,76.544,61.03291801217668,187,245,0.11995959595959596,4,ADFL
new_cel_4to1,sign_test_og_cel,random_unknown_4to1,spectral_radius,0.6,3,312345,0.0,requested,297,3604,0,0.0,100.5592269897461,70.22148895263672,0.6000003218650818,0.005966632978007889,1000,100,0.5,1.0,0,0.0,76.544,61.03291801217668,187,0,0.11995959595959596,5,ADFR
new_cel_4to1,sign_test_og_cel,random_unknown_4to1,spectral_radius,0.6,3,312345,0.0,requested,297,3604,0,0.0,100.5592269897461,70.22148895263672,0.6000003218650818,0.005966632978007889,1000,100,0.5,1.0,0,0.0,76.544,61.03291801217668,187,0,0.11995959595959596,6,ADLL
new_cel_4to1,sign_test_og_cel,random_unknown_4to1,spectral_radius,0.6,3,312345,0.0,requested,297,3604,0,0.0,100.5592269897461,70.22148895263672,0.6000003218650818,0.005966632978007889,1000,100,0.5,1.0,196,0.196,76.544,61.03291801217668,187,152,0.11995959595959596,7,ADLR
new_cel_4to1,sign_test_og_cel,random_unknown_4to1,spectral_radius,0.6,3,312345,0.0,requested,297,3604,0,0.0,100.5592269897461,70.22148895263672,0.6000003218650818,0.005966632978007889,1000,100,0.5,1.0,78,0.078,76.544,61.03291801217668,187,72,0.11995959595959596,8,AFDL
new_cel_4to1,sign_test_og_cel,random_unknown_4to1,spectral_radius,0.6,3,312345,0.0,requested,297,3604,0,0.0,100.5592269897461,70.22148895263672,0.6000003218650818,0.005966632978007889,1000,100,0.5,1.0,0,0.0,76.544,61.03291801217668,187,0,0.11995959595959596,9,AFDR
new_cel_4to1,sign_test_og_cel,random_unknown_4to1,spectral_radius,0.6,3,312345,0.0,requested,297,3604,0,0.0,100.5592269897461,70.22148895263672,0.6000003218650818,0.005966632978007889,1000,100,0.5,1.0,541,0.541,76.544,61.03291801217668,187,253,0.11995959595959596,10,AIAL
new_cel_4to1,sign_test_og_cel,random_unknown_4to1,spectral_radius,0.6,3,312345,0.0,requested,297,3604,0,0.0,100.5592269897461,70.22148895263672,0.6000003218650818,0.005966632978007889,1000,100,0.5,1.0,0,0.0,76.544,61.03291801217668,187,0,0.11995959595959596,11,AIAR
new_cel_4to1,sign_test_og_cel,random_unknown_4to1,spectral_radius,0.6,3,312345,0.0,requested,297,3604,0,0.0,100.5592269897461,70.22148895263672,0.6000003218650818,0.005966632978007889,1000,100,0.5,1.0,402,0.402,76.544,61.03291801217668,187,241,0.11995959595959596,12,AIBL
