dataset,job,unknown_sign_policy,normalization,rho_target,repeat_id,seed,sign_frac,sign_frac_source,n_nodes,n_edges,negative_edges,negative_edge_fraction,raw_rho,ref_rho,post_rho,scale_factor,activation_steps,activation_washout,activation_threshold_abs_state,activation_leak,active_state_count,active_state_fraction,active_neurons_per_step_mean,active_neurons_per_step_std,neurons_active_at_least_once,activation_onset_count,activation_onset_rate,node_index,node_name
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,0,0.0,85.223,63.777102394117826,204,0,0.13187878787878787,0,ADAL
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,61,0.061,85.223,63.777102394117826,204,58,0.13187878787878787,1,ADAR
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,0,0.0,85.223,63.777102394117826,204,0,0.13187878787878787,2,ADEL
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,11,0.011,85.223,63.777102394117826,204,11,0.13187878787878787,3,ADER
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,571,0.571,85.223,63.777102394117826,204,255,0.13187878787878787,4,ADFL
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,0,0.0,85.223,63.777102394117826,204,0,0.13187878787878787,5,ADFR
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,658,0.658,85.223,63.777102394117826,204,224,0.13187878787878787,6,ADLL
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,21,0.021,85.223,63.777102394117826,204,21,0.13187878787878787,7,ADLR
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,206,0.206,85.223,63.777102394117826,204,168,0.13187878787878787,8,AFDL
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,0,0.0,85.223,63.777102394117826,204,0,0.13187878787878787,9,AFDR
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,0,0.0,85.223,63.777102394117826,204,0,0.13187878787878787,10,AIAL
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,72,0.072,85.223,63.777102394117826,204,64,0.13187878787878787,11,AIAR
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,609,0.609,85.223,63.777102394117826,204,248,0.13187878787878787,12,AIBL
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,575,0.575,85.223,63.777102394117826,204,251,0.13187878787878787,13,AIBR
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,0,0.0,85.223,63.777102394117826,204,0,0.13187878787878787,14,AIML
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,512,0.512,85.223,63.777102394117826,204,263,0.13187878787878787,15,AIMR
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,0,0.0,85.223,63.777102394117826,204,0,0.13187878787878787,16,AINL
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,733,0.733,85.223,63.777102394117826,204,200,0.13187878787878787,17,AINR
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,0,0.0,85.223,63.777102394117826,204,0,0.13187878787878787,18,AIYL
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,84,0.084,85.223,63.777102394117826,204,74,0.13187878787878787,19,AIYR
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,168,0.168,85.223,63.777102394117826,204,132,0.13187878787878787,20,AIZL
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,0,0.0,85.223,63.777102394117826,204,0,0.13187878787878787,21,AIZR
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,0,0.0,85.223,63.777102394117826,204,0,0.13187878787878787,22,ALA
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,455,0.455,85.223,63.777102394117826,204,257,0.13187878787878787,23,ALML
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,261,0.261,85.223,63.777102394117826,204,197,0.13187878787878787,24,ALMR
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,0,0.0,85.223,63.777102394117826,204,0,0.13187878787878787,25,ALNL
new_cel_sign_matched,sign_test_og_cel,random_unknown_sign_matched,spectral_radius,0.6,46,4612345,0.2,requested,297,3604,720,0.1997780244173141,68.78357696533203,68.53436279296875,0.5999998450279236,0.008723012475818305,1000,100,0.5,1.0,0,0.0,85.223,63.777102394117826,204,0,0.13187878787878787,26,ALNR
